время,пользователь,сессия,событие,канал,устройство,категория,выручка,количество
2024-11-14 12:16:00,10053,561,визит,рассылка,мобильный,Канцелярия,,
2024-11-03 01:52:00,10490,5141,корзина,соцсети,десктоп,Книги,,
2024-11-02 08:22:00,12538,5798,корзина,поиск,десктоп,Канцелярия,,
2024-11-23 01:58:00,10837,1134,визит,поиск,десктоп,Книги,,
2024-09-27 11:35:00,10378,7057,просмотр,рассылка,десктоп,Книги,,
2024-09-28 21:19:00,10963,1530,визит,соцсети,десктоп,Настольные игры,,
2024-10-04 16:51:00,12251,7913,корзина,поиск,десктоп,Настольные игры,,
2024-09-25 18:22:00,12488,8453,визит,поиск,мобильный,Книги,,
2024-09-20 19:00:00,12640,4596,оформление,соцсети,десктоп,Книги,,
2024-11-14 13:28:00,12830,5810,визит,реклама,десктоп,Книги,,
2024-09-26 12:21:00,10221,11018,визит,соцсети,мобильный,Подарки,,
2024-09-11 05:09:00,10870,11794,корзина,рассылка,мобильный,Канцелярия,,
2024-10-29 03:13:00,10870,8386,визит,поиск,мобильный,Настольные игры,,
2024-11-21 02:19:00,13165,6469,визит,поиск,мобильный,Подарки,,
2024-10-11 02:05:00,14114,7888,визит,реклама,мобильный,Канцелярия,,
2024-10-21 06:25:00,11361,1950,визит,поиск,мобильный,Комиксы,,
2024-10-02 17:44:00,11278,2958,визит,поиск,мобильный,Канцелярия,,
2024-10-14 13:08:00,13008,9526,визит,поиск,мобильный,Настольные игры,,
2024-11-22 12:19:00,10151,8253,визит,рассылка,мобильный,Настольные игры,,
2024-11-05 11:26:00,13302,3357,просмотр,рассылка,десктоп,Подарки,,
2024-11-12 07:55:00,11859,8519,просмотр,поиск,мобильный,Книги,,
2024-10-27 14:43:00,10265,7560,корзина,реклама,десктоп,Настольные игры,,
2024-09-01 10:42:00,13874,1113,оформление,рассылка,мобильный,Подарки,,
2024-11-10 23:01:00,10378,7074,визит,соцсети,десктоп,Настольные игры,,
2024-10-26 12:27:00,10701,10956,визит,реклама,десктоп,Книги,,
2024-11-21 16:53:00,13904,9817,визит,соцсети,десктоп,Настольные игры,,
2024-10-22 06:02:00,13258,2954,оформление,поиск,десктоп,Подарки,,
2024-11-20 18:20:00,13465,3353,просмотр,поиск,десктоп,Книги,,
2024-10-16 09:25:00,12054,10897,визит,соцсети,десктоп,Комиксы,,
2024-11-15 15:48:00,12841,7957,просмотр,поиск,десктоп,Канцелярия,,
2024-11-13 13:23:00,13447,3241,корзина,рассылка,мобильный,Канцелярия,,
2024-09-08 12:36:00,13072,1930,просмотр,поиск,мобильный,Настольные игры,,
2024-09-07 14:01:00,10196,8780,оформление,поиск,десктоп,Канцелярия,,
2024-10-12 04:42:00,11622,9457,визит,поиск,десктоп,Книги,,
2024-10-30 02:08:00,10243,4065,корзина,реклама,десктоп,Книги,,
2024-11-25 01:44:00,12558,5562,корзина,поиск,мобильный,Книги,,
2024-11-23 08:24:00,13380,5172,корзина,реклама,мобильный,Настольные игры,,
2024-09-09 05:56:00,10378,7706,оформление,соцсети,десктоп,Книги,,
2024-11-07 08:44:00,11328,10783,визит,реклама,десктоп,Книги,,
2024-11-13 16:41:00,10790,7832,покупка,рассылка,мобильный,Настольные игры,6914.0,3.0
2024-09-17 09:17:00,10124,5478,покупка,соцсети,мобильный,Книги,801.0,2.0
2024-09-21 16:43:00,12770,10398,просмотр,реклама,мобильный,Канцелярия,,
2024-11-15 06:28:00,11202,11448,визит,поиск,мобильный,Книги,,
2024-10-15 02:25:00,11153,5571,визит,реклама,мобильный,Канцелярия,,
2024-10-10 00:42:00,11434,6723,просмотр,соцсети,десктоп,Книги,,
2024-10-07 16:47:00,12511,10079,покупка,рассылка,мобильный,Комиксы,347.0,1.0
2024-10-18 19:21:00,13915,7037,оформление,поиск,десктоп,Книги,,
2024-10-16 17:08:00,12654,3214,визит,рассылка,десктоп,Комиксы,,
2024-09-17 13:54:00,11414,67,корзина,рассылка,мобильный,Книги,,
2024-09-22 15:29:00,12119,11268,визит,реклама,мобильный,Книги,,
2024-11-17 08:21:00,13480,4506,оформление,рассылка,мобильный,Канцелярия,,
2024-09-19 06:09:00,11469,10162,корзина,соцсети,мобильный,Канцелярия,,
2024-11-25 02:18:00,12094,2604,визит,поиск,мобильный,Подарки,,
2024-10-03 12:12:00,10531,2434,визит,рассылка,мобильный,Канцелярия,,
2024-11-08 21:54:00,12001,1946,визит,реклама,мобильный,Канцелярия,,
2024-09-09 14:09:00,13978,10787,просмотр,рассылка,десктоп,Книги,,
2024-10-19 16:17:00,13666,9744,просмотр,реклама,десктоп,Настольные игры,,
2024-10-17 09:10:00,12666,7128,визит,рассылка,мобильный,Подарки,,
2024-09-13 13:32:00,13975,10497,корзина,поиск,десктоп,Книги,,
2024-10-14 01:12:00,14165,56,визит,рассылка,мобильный,Подарки,,
2024-09-17 10:03:00,12365,220,визит,соцсети,мобильный,Книги,,
2024-11-22 20:34:00,11275,4950,просмотр,рассылка,мобильный,Книги,,
2024-10-16 01:08:00,13877,10246,просмотр,поиск,мобильный,Канцелярия,,
2024-10-27 07:21:00,12837,6930,корзина,рассылка,мобильный,Комиксы,,
2024-11-14 13:38:00,13996,5710,визит,реклама,десктоп,Книги,,
2024-09-01 07:03:00,10073,7746,корзина,поиск,мобильный,Подарки,,
2024-09-09 11:37:00,10674,8205,просмотр,поиск,мобильный,Книги,,
2024-11-16 06:56:00,10289,2555,визит,соцсети,мобильный,Комиксы,,
2024-09-03 08:50:00,10766,3046,визит,поиск,мобильный,Настольные игры,,
2024-10-13 11:55:00,11948,8051,корзина,поиск,мобильный,Настольные игры,,
2024-10-16 19:28:00,12809,9420,просмотр,реклама,десктоп,Книги,,
2024-10-22 16:04:00,13082,1712,визит,поиск,мобильный,Книги,,
2024-11-22 19:01:00,12700,8965,визит,поиск,мобильный,Книги,,
2024-11-10 17:54:00,11314,7463,визит,реклама,мобильный,Книги,,
2024-11-22 16:01:00,13898,10664,корзина,рассылка,десктоп,Канцелярия,,
2024-09-17 23:45:00,13501,862,визит,рассылка,десктоп,Книги,,
2024-10-06 12:39:00,10421,4050,визит,поиск,десктоп,Книги,,
2024-10-16 03:47:00,12942,5997,просмотр,поиск,мобильный,Комиксы,,
2024-11-07 20:53:00,10675,3885,визит,поиск,десктоп,Книги,,
2024-11-23 04:17:00,12017,2952,визит,поиск,мобильный,Настольные игры,,
2024-10-13 17:21:00,11517,5935,корзина,соцсети,десктоп,Настольные игры,,
2024-11-22 06:59:00,11121,971,визит,поиск,десктоп,Комиксы,,
2024-10-22 11:12:00,11939,7653,визит,соцсети,десктоп,Комиксы,,
2024-10-18 13:32:00,12038,10402,покупка,рассылка,десктоп,Настольные игры,4081.0,2.0
2024-11-17 15:09:00,11248,4783,корзина,соцсети,десктоп,Книги,,
2024-11-04 17:58:00,12016,3925,просмотр,рассылка,десктоп,Книги,,
2024-11-06 13:24:00,11415,1266,визит,,десктоп,Настольные игры,,
2024-09-04 06:39:00,12967,9549,визит,поиск,мобильный,Канцелярия,,
2024-11-18 10:10:00,11525,7926,просмотр,соцсети,десктоп,Книги,,
2024-10-10 07:14:00,11686,4961,визит,соцсети,мобильный,Книги,,
2024-10-16 01:26:00,13029,11732,просмотр,реклама,десктоп,Книги,,
2024-09-23 16:27:00,11515,10110,визит,поиск,мобильный,Канцелярия,,
2024-10-15 02:46:00,13486,2746,корзина,рассылка,мобильный,Канцелярия,,
2024-09-07 15:16:00,12794,10601,оформление,поиск,десктоп,Книги,,
2024-10-15 11:49:00,14063,564,визит,соцсети,десктоп,Комиксы,,
2024-09-13 23:21:00,11564,5362,оформление,поиск,мобильный,Канцелярия,,
2024-09-16 03:55:00,12725,8168,оформление,рассылка,мобильный,Комиксы,,
2024-10-31 10:22:00,10277,2076,визит,рассылка,мобильный,Комиксы,,
2024-10-23 10:15:00,10607,436,покупка,поиск,десктоп,Подарки,5304.0,3.0
2024-11-12 15:17:00,13784,1829,просмотр,соцсети,мобильный,Подарки,,
2024-09-18 11:29:00,13792,1296,оформление,поиск,десктоп,Книги,,
2024-10-10 07:59:00,13715,8843,покупка,рассылка,мобильный,Комиксы,1435.0,2.0
2024-09-17 00:55:00,10409,2498,визит,реклама,мобильный,Книги,,
2024-11-27 13:11:00,10643,3623,визит,поиск,мобильный,Книги,,
2024-09-26 14:18:00,10704,8805,просмотр,поиск,десктоп,Книги,,
2024-09-02 07:48:00,12503,563,оформление,поиск,десктоп,Комиксы,,
2024-10-25 02:40:00,13246,3432,визит,поиск,мобильный,Книги,,
2024-11-25 19:00:00,13573,2119,просмотр,поиск,мобильный,Настольные игры,,
2024-11-26 05:45:00,13581,927,визит,поиск,десктоп,Комиксы,,
2024-11-11 21:43:00,13558,3716,оформление,рассылка,мобильный,Канцелярия,,
2024-11-12 02:24:00,10301,10722,визит,соцсети,мобильный,Канцелярия,,
2024-09-10 15:46:00,13642,1025,просмотр,реклама,десктоп,Подарки,,
2024-10-15 17:02:00,13449,7561,просмотр,реклама,десктоп,Книги,,
2024-11-05 16:26:00,12476,6435,визит,поиск,десктоп,Канцелярия,,
2024-10-01 01:09:00,12348,9533,визит,соцсети,десктоп,Комиксы,,
2024-10-15 12:10:00,10251,2481,просмотр,реклама,мобильный,Книги,,
2024-10-22 23:49:00,12996,6231,просмотр,поиск,десктоп,Подарки,,
2024-10-10 17:45:00,12159,5247,просмотр,рассылка,десктоп,Книги,,
2024-10-08 22:21:00,13252,50,корзина,рассылка,десктоп,Канцелярия,,
2024-10-08 06:36:00,10290,2491,оформление,рассылка,мобильный,Канцелярия,,
2024-11-21 15:47:00,10909,4918,визит,соцсети,мобильный,Подарки,,
2024-11-07 17:47:00,13783,3734,визит,реклама,мобильный,Настольные игры,,
2024-10-08 19:30:00,10067,2836,корзина,поиск,мобильный,Книги,,
2024-10-14 00:34:00,13573,7812,визит,реклама,мобильный,Канцелярия,,
2024-10-01 08:44:00,11041,1605,оформление,соцсети,мобильный,Канцелярия,,
2024-10-10 01:07:00,12419,683,визит,рассылка,мобильный,Канцелярия,,
2024-10-12 08:10:00,13893,3883,визит,реклама,мобильный,Канцелярия,,
2024-09-18 16:23:00,13964,7386,просмотр,поиск,десктоп,Канцелярия,,
2024-09-30 23:14:00,10757,10985,визит,реклама,десктоп,Книги,,
2024-11-25 13:49:00,13165,10827,корзина,соцсети,мобильный,Подарки,,
2024-11-14 08:28:00,14023,5456,визит,соцсети,мобильный,Настольные игры,,
2024-11-07 13:02:00,11906,10236,просмотр,поиск,десктоп,Подарки,,
2024-11-11 18:36:00,12321,1938,оформление,поиск,мобильный,Книги,,
2024-10-27 20:22:00,11943,11976,покупка,поиск,десктоп,Комиксы,1317.0,2.0
2024-11-14 18:56:00,13036,1497,просмотр,поиск,десктоп,Комиксы,,
2024-09-21 07:40:00,12493,8549,визит,реклама,мобильный,Канцелярия,,
2024-10-28 08:08:00,12650,394,визит,соцсети,десктоп,Книги,,
2024-09-06 01:56:00,10945,3780,корзина,поиск,мобильный,Книги,,
2024-10-25 04:45:00,11253,1505,просмотр,поиск,мобильный,Настольные игры,,
2024-10-24 09:22:00,10848,1598,визит,соцсети,мобильный,Канцелярия,,
2024-11-01 05:42:00,11841,11048,просмотр,поиск,десктоп,Настольные игры,,
2024-10-22 00:14:00,14055,118,просмотр,реклама,мобильный,Канцелярия,,
2024-10-08 19:18:00,12537,9934,визит,рассылка,мобильный,Подарки,,
2024-10-20 19:26:00,13770,3759,визит,поиск,десктоп,Книги,,
2024-09-28 05:38:00,11118,3188,оформление,поиск,мобильный,Книги,,
2024-10-15 21:18:00,10839,4417,визит,соцсети,мобильный,Комиксы,,
2024-09-17 09:05:00,12119,7022,просмотр,поиск,десктоп,Книги,,
2024-10-16 09:27:00,10701,2858,корзина,поиск,мобильный,Подарки,,
2024-09-29 15:17:00,12137,5598,просмотр,реклама,мобильный,Книги,,
2024-09-19 19:49:00,12567,1794,корзина,реклама,десктоп,Книги,,
2024-10-26 20:43:00,12681,6720,визит,поиск,десктоп,Настольные игры,,
2024-09-18 06:46:00,14080,1706,визит,рассылка,десктоп,Книги,,
2024-09-03 02:49:00,10015,10781,визит,реклама,мобильный,Комиксы,,
2024-10-17 03:08:00,11764,9262,визит,реклама,мобильный,Настольные игры,,
2024-10-07 10:56:00,10061,5953,просмотр,соцсети,десктоп,Книги,,
2024-09-05 20:21:00,10026,1271,корзина,соцсети,мобильный,Книги,,
2024-09-01 11:47:00,11231,782,визит,реклама,мобильный,Настольные игры,,
2024-10-14 07:01:00,13536,11907,корзина,поиск,мобильный,Канцелярия,,
2024-10-04 17:54:00,13415,7143,визит,соцсети,десктоп,Комиксы,,
2024-10-08 08:49:00,12062,5777,корзина,поиск,мобильный,Книги,,
2024-10-23 14:40:00,12488,1407,просмотр,поиск,мобильный,Книги,,
2024-09-18 21:02:00,13149,975,визит,реклама,мобильный,Канцелярия,,
2024-09-10 07:34:00,11923,6508,корзина,соцсети,десктоп,Книги,,
2024-09-19 08:30:00,13123,3533,просмотр,поиск,десктоп,Настольные игры,,
2024-09-21 08:15:00,13230,315,покупка,соцсети,мобильный,Подарки,1309.0,1.0
2024-10-10 14:41:00,10720,8989,корзина,поиск,десктоп,Канцелярия,,
2024-10-02 23:37:00,11075,5986,просмотр,реклама,мобильный,Канцелярия,,
2024-11-28 16:34:00,10175,1900,визит,поиск,десктоп,Подарки,,
2024-11-07 17:28:00,14053,8672,визит,рассылка,десктоп,Книги,,
2024-10-31 05:52:00,12495,7873,просмотр,рассылка,мобильный,Канцелярия,,
2024-10-13 22:54:00,13652,10437,визит,соцсети,десктоп,Канцелярия,,
2024-09-18 01:10:00,12614,7381,просмотр,поиск,мобильный,Настольные игры,,
2024-09-22 04:47:00,12567,770,визит,поиск,десктоп,Книги,,
2024-11-29 06:28:00,10711,7457,просмотр,реклама,мобильный,Настольные игры,,
2024-10-24 18:28:00,11137,9308,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-02 08:21:00,12538,5798,просмотр,поиск,десктоп,Канцелярия,,
2024-09-24 23:01:00,10459,1417,визит,соцсети,мобильный,Канцелярия,,
2024-10-21 07:05:00,12214,7050,визит,соцсети,мобильный,Книги,,
2024-09-19 10:16:00,11386,11216,визит,соцсети,десктоп,Книги,,
2024-10-26 15:17:00,11262,10515,визит,поиск,десктоп,Канцелярия,,
2024-10-26 11:33:00,12232,9221,корзина,,мобильный,Комиксы,,
2024-09-09 17:12:00,12285,7871,оформление,поиск,десктоп,Книги,,
2024-09-10 12:08:00,13648,7270,просмотр,соцсети,десктоп,Канцелярия,,
2024-09-01 13:49:00,12681,831,оформление,рассылка,мобильный,Книги,,
2024-09-23 19:12:00,13865,401,визит,поиск,мобильный,Книги,,
2024-09-09 07:10:00,11140,8339,визит,рассылка,мобильный,Книги,,
2024-11-16 04:31:00,13111,9019,визит,поиск,десктоп,Книги,,
2024-11-03 01:16:00,11178,1375,визит,реклама,мобильный,Канцелярия,,
2024-10-04 17:23:00,10068,8203,просмотр,соцсети,мобильный,Настольные игры,,
2024-11-09 18:45:00,11671,3608,просмотр,реклама,мобильный,Канцелярия,,
2024-11-27 03:25:00,10430,4762,корзина,реклама,десктоп,Канцелярия,,
2024-11-17 23:46:00,13726,11287,оформление,поиск,мобильный,Канцелярия,,
2024-10-16 09:47:00,13058,327,визит,поиск,мобильный,Канцелярия,,
2024-10-07 17:24:00,11605,10461,покупка,рассылка,десктоп,Канцелярия,345.0,2.0
2024-11-24 11:22:00,11698,10319,визит,реклама,десктоп,Книги,,
2024-11-17 17:31:00,11164,7997,визит,поиск,мобильный,Настольные игры,,
2024-09-24 00:38:00,11786,7507,оформление,рассылка,десктоп,Подарки,,
2024-09-22 19:37:00,13461,7834,корзина,соцсети,десктоп,Канцелярия,,
2024-09-09 20:31:00,14182,11871,визит,соцсети,десктоп,Канцелярия,,
2024-09-30 05:16:00,12820,5201,визит,соцсети,мобильный,Книги,,
2024-11-10 10:17:00,13103,513,визит,рассылка,десктоп,Книги,,
2024-09-24 06:15:00,12284,8480,просмотр,рассылка,мобильный,Комиксы,,
2024-09-13 08:15:00,10496,11499,просмотр,соцсети,мобильный,Комиксы,,
2024-11-24 07:05:00,11340,4649,просмотр,поиск,десктоп,Канцелярия,,
2024-09-11 14:29:00,12026,5587,корзина,соцсети,мобильный,Подарки,,
2024-11-18 05:42:00,11261,517,покупка,поиск,десктоп,Книги,850.0,2.0
2024-11-01 06:50:00,13230,2191,покупка,рассылка,десктоп,Подарки,1927.0,1.0
2024-10-28 07:33:00,10087,8306,визит,реклама,мобильный,Книги,,
2024-10-02 03:42:00,12856,11525,просмотр,соцсети,десктоп,Комиксы,,
2024-11-11 14:10:00,11707,4563,визит,поиск,мобильный,Канцелярия,,
2024-10-19 02:50:00,11934,5031,визит,реклама,мобильный,Канцелярия,,
2024-11-01 05:09:00,11679,633,визит,поиск,мобильный,Книги,,
2024-11-25 10:43:00,14114,6632,корзина,поиск,десктоп,Подарки,,
2024-09-12 23:26:00,12244,2477,корзина,поиск,мобильный,Книги,,
2024-11-13 23:54:00,13011,8362,просмотр,реклама,мобильный,Канцелярия,,
2024-10-14 05:14:00,12805,8871,визит,поиск,мобильный,Комиксы,,
2024-11-26 19:24:00,11221,3207,визит,реклама,десктоп,Канцелярия,,
2024-10-31 03:12:00,14094,4538,покупка,поиск,мобильный,Подарки,1372.0,1.0
2024-11-18 19:20:00,12759,10633,визит,реклама,мобильный,Настольные игры,,
2024-10-06 03:45:00,10003,7140,просмотр,соцсети,мобильный,Канцелярия,,
2024-09-02 00:06:00,11692,9715,оформление,поиск,мобильный,Комиксы,,
2024-09-28 20:07:00,11757,7144,просмотр,рассылка,мобильный,Комиксы,,
2024-10-14 11:38:00,11592,1014,визит,реклама,мобильный,Книги,,
2024-09-03 08:31:00,11717,7497,просмотр,рассылка,десктоп,Канцелярия,,
2024-11-07 05:52:00,14038,9117,просмотр,рассылка,мобильный,Канцелярия,,
2024-11-09 12:46:00,13019,7915,визит,соцсети,десктоп,Подарки,,
2024-10-16 19:36:00,13593,1283,визит,реклама,мобильный,Подарки,,
2024-11-22 07:28:00,10637,10607,визит,реклама,мобильный,Канцелярия,,
2024-11-11 05:14:00,10174,5621,визит,поиск,мобильный,Подарки,,
2024-10-22 22:53:00,11133,2172,визит,поиск,мобильный,Книги,,
2024-11-01 01:14:00,12346,4127,визит,поиск,мобильный,Настольные игры,,
2024-11-09 04:08:00,10947,11887,визит,реклама,десктоп,Книги,,
2024-10-30 07:43:00,13538,7730,визит,реклама,десктоп,Настольные игры,,
2024-09-08 05:15:00,10211,869,визит,рассылка,мобильный,Книги,,
2024-10-08 05:07:00,11629,4129,просмотр,реклама,мобильный,Настольные игры,,
2024-10-01 02:07:00,11841,8625,визит,реклама,десктоп,Книги,,
2024-10-16 20:50:00,10766,133,визит,реклама,мобильный,Комиксы,,
2024-11-25 17:28:00,12764,8420,просмотр,соцсети,мобильный,Комиксы,,
2024-10-23 14:24:00,12527,5505,визит,рассылка,мобильный,Канцелярия,,
2024-09-06 11:21:00,13913,4273,покупка,рассылка,десктоп,Настольные игры,3187.0,1.0
2024-10-16 02:15:00,10766,7613,покупка,поиск,мобильный,Подарки,1678.0,1.0
2024-09-12 07:51:00,12321,1914,покупка,поиск,десктоп,Настольные игры,2360.0,1.0
2024-10-16 10:10:00,12620,6160,оформление,поиск,десктоп,Канцелярия,,
2024-09-14 23:48:00,12986,1457,визит,поиск,мобильный,Канцелярия,,
2024-10-03 05:17:00,11663,5336,визит,поиск,десктоп,Комиксы,,
2024-09-15 02:01:00,10881,5267,просмотр,поиск,мобильный,Книги,,
2024-09-17 21:35:00,11864,4913,оформление,соцсети,десктоп,Книги,,
2024-10-31 08:05:00,10527,6196,визит,,мобильный,Канцелярия,,
2024-09-21 08:14:00,12923,11297,визит,реклама,мобильный,Настольные игры,,
2024-10-12 14:56:00,12563,10363,визит,поиск,мобильный,Книги,,
2024-09-19 23:15:00,11664,8138,оформление,рассылка,десктоп,Канцелярия,,
2024-11-27 03:56:00,11222,2165,корзина,соцсети,десктоп,Книги,,
2024-09-10 07:37:00,13193,5460,визит,рассылка,мобильный,Канцелярия,,
2024-09-23 10:54:00,10601,147,просмотр,поиск,десктоп,Подарки,,
2024-09-01 00:38:00,11851,11181,просмотр,поиск,мобильный,Канцелярия,,
2024-10-16 20:52:00,10287,8464,визит,соцсети,десктоп,Книги,,
2024-10-20 22:44:00,14105,1361,визит,соцсети,мобильный,Книги,,
2024-11-23 01:00:00,10643,4342,оформление,рассылка,десктоп,Подарки,,
2024-09-25 14:42:00,11468,10235,визит,поиск,мобильный,Комиксы,,
2024-10-02 00:36:00,10579,9909,визит,соцсети,мобильный,Подарки,,
2024-10-16 02:12:00,12996,4141,просмотр,реклама,мобильный,Настольные игры,,
2024-09-19 02:03:00,10103,10766,визит,рассылка,десктоп,Книги,,
2024-09-03 20:14:00,10327,622,визит,поиск,мобильный,Комиксы,,
2024-10-20 00:50:00,11757,9096,просмотр,реклама,мобильный,Книги,,
2024-10-11 04:22:00,14147,3269,просмотр,реклама,мобильный,Канцелярия,,
2024-10-20 16:23:00,13954,10737,оформление,соцсети,десктоп,Настольные игры,,
2024-10-31 15:17:00,13856,6938,просмотр,соцсети,мобильный,Канцелярия,,
2024-09-26 21:24:00,13642,7430,визит,поиск,десктоп,Подарки,,
2024-09-19 21:38:00,13117,2035,визит,рассылка,десктоп,Подарки,,
2024-10-07 00:39:00,12328,4735,корзина,соцсети,мобильный,Книги,,
2024-11-15 21:40:00,12061,7683,просмотр,реклама,мобильный,Канцелярия,,
2024-10-22 07:17:00,10939,11975,визит,рассылка,десктоп,Канцелярия,,
2024-11-20 14:59:00,13635,2299,покупка,соцсети,десктоп,Подарки,5398.0,3.0
2024-09-01 08:35:00,12820,1798,оформление,поиск,десктоп,Книги,,
2024-09-24 10:48:00,12994,6015,визит,поиск,мобильный,Подарки,,
2024-10-10 08:28:00,10543,483,корзина,реклама,десктоп,Канцелярия,,
2024-10-14 06:11:00,10876,2917,оформление,рассылка,десктоп,Книги,,
2024-11-10 13:39:00,12923,7569,просмотр,рассылка,мобильный,Комиксы,,
2024-11-08 23:24:00,11114,2171,визит,соцсети,мобильный,Канцелярия,,
2024-11-18 18:17:00,11118,6969,визит,поиск,мобильный,Комиксы,,
2024-11-18 04:41:00,11321,1871,покупка,поиск,десктоп,Книги,429.0,1.0
2024-09-22 11:10:00,12911,3160,визит,соцсети,десктоп,Настольные игры,,
2024-10-20 10:45:00,10689,3928,визит,поиск,десктоп,Комиксы,,
2024-09-12 04:07:00,11303,11669,корзина,реклама,мобильный,Книги,,
2024-09-16 23:46:00,13239,997,визит,реклама,мобильный,Книги,,
2024-10-04 09:35:00,13120,1697,визит,соцсети,мобильный,Книги,,
2024-09-22 07:09:00,14157,1022,визит,поиск,десктоп,Настольные игры,,
2024-10-09 18:24:00,10564,3600,визит,реклама,десктоп,Комиксы,,
2024-11-04 14:36:00,12214,3017,визит,поиск,десктоп,Книги,,
2024-11-26 00:40:00,13280,10144,визит,поиск,десктоп,Подарки,,
2024-09-23 20:37:00,11374,8188,визит,реклама,мобильный,Канцелярия,,
2024-11-05 10:11:00,13783,4186,просмотр,реклама,мобильный,Подарки,,
2024-10-14 00:12:00,12072,4840,оформление,поиск,десктоп,Книги,,
2024-09-17 13:13:00,11293,8088,оформление,поиск,десктоп,Канцелярия,,
2024-11-23 22:42:00,12206,4676,визит,реклама,десктоп,Канцелярия,,
2024-10-11 22:39:00,10066,10200,корзина,соцсети,мобильный,Настольные игры,,
2024-09-24 10:53:00,11786,5344,просмотр,реклама,мобильный,Книги,,
2024-11-26 11:49:00,12699,10164,просмотр,реклама,десктоп,Книги,,
2024-10-03 21:54:00,12206,6794,визит,реклама,десктоп,Подарки,,
2024-09-12 03:40:00,12633,303,визит,соцсети,десктоп,Комиксы,,
2024-09-03 20:28:00,10489,9976,оформление,рассылка,десктоп,Настольные игры,,
2024-10-21 14:02:00,11821,3787,визит,реклама,мобильный,Канцелярия,,
2024-10-29 17:03:00,11612,7091,визит,соцсети,мобильный,Комиксы,,
2024-11-07 00:12:00,13521,961,корзина,соцсети,десктоп,Книги,,
2024-11-14 13:13:00,13943,7108,просмотр,соцсети,десктоп,Канцелярия,,
2024-09-09 07:44:00,12269,11708,корзина,реклама,мобильный,Подарки,,
2024-09-15 12:12:00,12120,8439,визит,поиск,десктоп,Комиксы,,
2024-09-05 09:19:00,11757,2358,визит,поиск,мобильный,Комиксы,,
2024-10-23 11:49:00,11714,1615,оформление,рассылка,десктоп,Канцелярия,,
2024-10-15 01:25:00,10933,3566,корзина,поиск,десктоп,Канцелярия,,
2024-10-06 21:37:00,11484,11187,оформление,рассылка,мобильный,Подарки,,
2024-09-11 15:04:00,12244,1787,визит,реклама,мобильный,Книги,,
2024-09-28 13:13:00,13460,4476,просмотр,рассылка,мобильный,Настольные игры,,
2024-10-09 22:39:00,10142,10510,визит,соцсети,мобильный,Канцелярия,,
2024-09-23 19:42:00,11461,4046,оформление,рассылка,десктоп,Настольные игры,,
2024-11-04 10:22:00,10792,6360,визит,реклама,десктоп,Комиксы,,
2024-10-07 19:55:00,13948,8563,просмотр,реклама,мобильный,Подарки,,
2024-10-14 20:49:00,12556,10712,визит,соцсети,мобильный,Комиксы,,
2024-09-10 04:45:00,11826,4076,покупка,поиск,мобильный,Канцелярия,274.0,1.0
2024-10-17 11:37:00,11885,11549,визит,реклама,десктоп,Комиксы,,
2024-10-22 04:47:00,11004,2733,визит,реклама,мобильный,Канцелярия,,
2024-11-02 03:21:00,14073,4815,покупка,рассылка,мобильный,Канцелярия,628.0,2.0
2024-11-06 09:59:00,10609,3735,просмотр,соцсети,мобильный,Комиксы,,
2024-10-13 15:27:00,10185,1055,просмотр,поиск,мобильный,Настольные игры,,
2024-10-28 13:59:00,13603,3565,просмотр,реклама,десктоп,Канцелярия,,
2024-10-02 09:31:00,11427,135,визит,соцсети,десктоп,Канцелярия,,
2024-09-26 04:00:00,11282,6772,оформление,рассылка,мобильный,Книги,,
2024-10-14 02:51:00,14083,4658,визит,поиск,десктоп,Книги,,
2024-09-10 14:27:00,13594,10375,визит,реклама,мобильный,Книги,,
2024-11-11 04:05:00,11342,8478,визит,поиск,десктоп,Канцелярия,,
2024-09-01 17:34:00,13672,3193,просмотр,реклама,десктоп,Комиксы,,
2024-11-17 15:30:00,13412,7988,визит,поиск,мобильный,Книги,,
2024-11-12 10:44:00,12718,11324,визит,реклама,мобильный,Комиксы,,
2024-10-14 12:32:00,10727,7891,просмотр,соцсети,мобильный,Настольные игры,,
2024-11-20 17:03:00,11594,3123,визит,соцсети,десктоп,Канцелярия,,
2024-10-01 21:52:00,12984,5521,визит,соцсети,мобильный,Книги,,
2024-11-25 01:14:00,10124,8204,визит,реклама,десктоп,Канцелярия,,
2024-10-15 15:57:00,13131,528,визит,реклама,десктоп,Настольные игры,,
2024-11-14 08:26:00,12936,9940,покупка,поиск,десктоп,Комиксы,1013.0,1.0
2024-11-21 01:13:00,11398,8542,корзина,рассылка,мобильный,Настольные игры,,
2024-09-29 10:22:00,11374,1484,просмотр,рассылка,мобильный,Настольные игры,,
2024-09-18 08:41:00,10261,3652,визит,поиск,мобильный,Книги,,
2024-10-03 18:51:00,11686,3220,корзина,соцсети,десктоп,Канцелярия,,
2024-09-20 17:38:00,13951,7092,визит,соцсети,десктоп,Подарки,,
2024-10-27 01:52:00,13680,5335,визит,поиск,мобильный,Настольные игры,,
2024-11-09 13:15:00,12967,10523,визит,поиск,мобильный,Настольные игры,,
2024-10-21 03:37:00,10096,6361,просмотр,поиск,мобильный,Комиксы,,
2024-09-12 06:51:00,12822,6437,оформление,рассылка,мобильный,Подарки,,
